nome;sigla;natureza;categoria;projeto;tipo_logradouro;nome_logradouro;numero;complemento;bairro;municipio;uf;cep;ddd;telefone1;telefone2;e-mail;24horas;horario_inicio;horario_fim;dias_funcionamento;presencial;online;funcionamento_pandemia;obs_pandemia;latitude;longitude;verificado;existe_delegacia;delegacia_mulher;endereco_correto;horario_correto;telefone_correto;observacao 
Delegacia da Mulher - Santa Rosa;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Palmeiras;229;;Central;Santa Rosa;RS;98900-000;55;35125911;;;;;;;;;;;-27,873628;-54,483832;Não;;;;;;
Delegacia de Polícia - Cachoeira do Sul;DP;público;Delegacia Comum;mapa_delegacia;Rua;Izidoro Neves da Fontoura;550;;Rio Branco;Cachoeira do Sul;RS;96501-530;51;37222845;37223388;cachoeira-ppm@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-30,036685;-52,895006;Não;;;;;;
Delegacia de Polícia - Candelária;DP;público;Delegacia Comum;mapa_delegacia;Rua;Botucaraí;955;;Centro;Candelária;RS;96930-000;51;37431178;;candelaria-dp@policiacivil.rs.gov.br;Não;08:30;17:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,67356;-52,790881;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Carazinho;DP;público;Delegacia Comum;mapa_delegacia;Avenida;Flores da Cunha;532;;Centro;Carazinho;RS;99500-000;54;33298600;;carezinho-dp@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-28,281226;-52,781623;Não;;;;;;
Delegacia de Polícia Civil - Esteio;DP;público;Delegacia Comum;mapa_delegacia;Avenida;Presidente Vargas;1142;;Centro;Esteio;RS;93260-048;51;34589650;;esteio-dp@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,841361;-51,172352;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia Civil - Garibaldi;DP;público;Delegacia Comum;mapa_delegacia;Avenida;Perimetral;1113;;São José;Garibaldi;RS;95720-000;54;34621162;;garibaldi-dp@pc.rs.gov.br;Não;08:30;17:30;Dias úteis;Sim;Sim;Sim;;-29,251944;-51,52449;Não;;;;;;Delegacia fecha para almoço das 11h30 ás 13h30
Delegacia de Atendimento à Mulher - Alvorada;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Alberto Pasqualine;404;;Sumaré;Alvorada;RS;94820-000;51;34421114;;alvorada-deam@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;Agora tem B.O. online;-29,995271;-51,077884;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher  - Bagé;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Sete de Setembro;634;;Centro;Bagé;RS;96400-003;53;32413709;;bage-deam@policiacivil.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-31,335294;-54,105021;Sim;Sim;Sim;Sim;Sim;Sim;B.Os. são feitos na Delegacia da Rua Barão do Triunfo, 1572 e depois encaminhados para a delegacia correspondente. A Delegacia que é feita a ocorrência funciona 24h. A delegacia especializada fecha para almoço das 12h às 13h30.
Delegacia de Polícia - Estância Velha;DP;público;Delegacia Comum;mapa_delegacia;Avenida;Brasil;1110;;Centro;Estância Velha;RS;93600-000;51;35611110;;estanciavelha-dp@pc.rs.gov.br;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;;-29,653961;-51,173372;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 18h. Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Guaiba;DP;público;Delegacia Comum;mapa_delegacia;Rua;José Montauri;60;;Centro;Guaiba;RS;92500-000;51;34020230;;dp-guaiba@pc.rs.gov.br;;;;;;;;;-30,151965;-51,340342;Não;;;;;;
Delegacia de Polícia - Ibirubá;DP;público;Delegacia Comum;mapa_delegacia;Rua;Mérito;666;;Planalto;Ibirubá;RS;98200-000;54;33241638;;ibiruba-dp@pc.rs.gov.br;Não;08:30;17:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-28,636489;-53,093575;Não;;;;;;Delegacia fecha para almoço das 11h30 ás 13h30
Delegacia de Polícia - Lagoa Vermelha;DP;público;Delegacia Comum;mapa_delegacia;Rua;Alexandre Pato;220;;Floresta;Lagoa Vermelha;RS;95300-000;54;33581247;;lagoavermelha-dp01@pc.rs.gov.br;;;;;;;;;-28,221665;-51,515788;Não;;;;;;
Delegacia de Polícia - Osório;DP;público;Delegacia Comum;mapa_delegacia;Avenida;Jorge Dariva;1427;;Centro;Osório;RS;95520-000;51;36633388;;osorio-dp@pc.rs.gov.br;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,889867;-50,274724;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 18h. Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Palmeira das Missões;DP;público;Delegacia Comum;mapa_delegacia;Rua;Marechal Floriano;846;;Centro;Palmeira das Missões;RS;98300-000;55;37421180;;palmeira-dp@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-27,901116;-53,314116;Não;;;;;;
Delegacia de Polícia - Parobé;DP;público;Delegacia Comum;mapa_delegacia;Rua;Pedro Arnold;615;;Guarujá;Parobé;RS;95630-000;51;35431203;;parobe-de@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,628751;-50,822375;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Portão;DP;público;Delegacia Comum;mapa_delegacia;Rua;Nove de Outubro;686;;Centro;Portão;RS;93180-000;51;35621349;;portao-dp@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,692039;-51,23577;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Santana do Livramento;DP;público;Delegacia Comum;mapa_delegacia;Rua;Silveira Martins;294;;Centro;Santana do Livramento;RS;97573-511;55;32411796;;santadolivramento-dp@pc.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-30,892653;-55,537136;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Delegacia de Polícia - Santana do Sapucaia;DP;público;Delegacia Comum;mapa_delegacia;Rua;Barão do Rio Branco;378;;Santa Catarina;Sapucaia do Sul;RS;93214-340;51;34748878;;sapucaiasul-dp01@pc.rs.gov.br;Não;08:30;17:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,823988;-51,157146;Não;;;;;;
Delegacia de Polícia - Tramandaí;DP;público;Delegacia Comum;mapa_delegacia;Rua;Doze de Abril;213;;Centro;Tramandaí;RS;95590-000;51;36611983;;tramandai-dp@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-29,984648;-50,131457;Não;;;;;;
Delegacia de Polícia - Três Passos;DP;público;Delegacia Comum;mapa_delegacia;Rua;Miraguaí;660;;Centro;Três Passos;RS;98600-000;55;35221211;;trespassos-dp@policiacivil.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-27,45401;-53,92815;Não;;;;;;
Delegacia de Pronto Atendimento - Vacaria;DPPA;público;Delegacia Comum;mapa_delegacia;Rua;Julio de Castilho;1194;;Centro;Vacaria;RS;95200-000;54;32312575;;vacaria-dppa@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-28,505145;-50,935813;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher - Capaçava do Sul;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Alter Cintra de Oliveira;130;;Centro;Caçapava Do Sul;RS;90110-030;55;32811861;;cacapavasul-dp@pc.rs.gov.br;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-30,055022;-51,229198;Não;;;;;;Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher - Montenegro;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Julio Renner;3605;;Santa Rita;Montenegro;RS;95780-000;51;36490000;;montenegro-dp@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-29,702354;-51,499672;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher - Santa Maria;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Duque de Caxias;1196;;Bonfim;Santa Maria;RS;97010-200;55;32229646;;;Não;08:30;17:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,688289;-53,812657;Não;;;;;;Delegacia fecha para almoço das 11h ás 13h30
Delegacia Especializada de Atendimento à Mulher - São Leopoldo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;São Paulo;970;;Centro;São Leopoldo;RS;93010-170;51;35913333;;;Não;08:30;17:30;Dias úteis;Sim;Sim;Sim;;-29,765957;-51,142214;Não;;;;;;Delegacia fecha para almoço das 11h30 ás 13h30
Palácio da Polícia - Porto Alegre;PP;público;Delegacia da Mulher;mapa_delegacia;Rua;Freitas e Castro;s/n;;Azenha;Porto Alegre;RS;90160-091;51;32882172;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-30,047492;-51,210844;Não;;;;;;
Posto Policial para Mulher  - Camaquã;PPPM;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Professora Luiza Maraninche;475;;Centro;Camaquã;RS;96770-000;51;36714996;;camaqua-dp@pc.rs.gov.br;Não;13:30;17:30;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-30,849346;-51,816657;Não;;;;;;
Posto Policial para Mulher - Canela;PPPM;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Osvaldo Aranha;485;Sala 01;Centro;Canela;RS;90035-191;54;32780032;;canela@ppm.rs.gov.br;Não;09:00;16:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-30,033666;-51,217472;Não;;;;;;Delegacia fecha para almoço das 12h ás 13h30
Posto Policial para Mulher - São Luiz Gonzaga;PPPM;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Borges de Medeiros;2208;;Centro;São Luiz Gonzaga;RS;97800-000;55;33528111;;saoluizgonzaga-dcpa@pc.rs.govr.br;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;;-28,412584;-54,950567;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 18h. Delegacia fecha para almoço das 12h ás 13h30
Posto Policial para Mulher - Sobradinho;PPM;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Independência;447;;Centro;Sobradinho;RS;96900-000;55;37421378;;sobradinho-dp@policiacivil.rs.gov.br;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-29,4154446;-53,0257494;Não;;;;;;
Delegacia da Mulher - Camboriu;DEAM;público;Delegacia da Mulher;mapa_delegacia;Vila;Real;s/n;;Balneário;Camboriú;SC;88337-335;47;33672123;;;;;;;;;;;-27,003845;-48,631824;Não;;;;;;
Delegacia de Polícia Civil de Proteção à Mulher - Caçador;DP;público;Delegacia da Mulher;mapa_delegacia;Rua;Anita Garibald;425;;Centro;Caçador;SC;89202-450;47;34813628;;;Não;08:00;17:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-26,311294;-48,843042;Sim;Sim;Sim;Não;Sim;Sim;Atendimento presencial somente de casos urgentes. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Jaraguá do Sul;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Martim Stahl;507;;Vila Nova;Jaraguá do Su;SC;89259-310;47;33700331;;;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-26,499076;-49,082917;Sim;Sim;Sim;Sim;Sim;Sim;Atendimento presencial somente de casos urgentes
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso - Itajaí;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;Brusque;367;;Centro;Itajaí;SC;88302-001;47;33986290;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-26,910942;-48,665091;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Mulher - Florianópolis;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Delminda Silveira;811;;Agronômica;Florianópolis;SC;88010-400;48;36656528;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-27,573849;-48,535092;Não;;;;;;
Delegacia da Mulher - Lages;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Lauro Muller;142;;Centro;Lages;SC;88501-130;49;32868190;;;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-27,819139;-50,328455;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso - Tubarão;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;Altamiro Guimarães;864;1º andar;Centro;Tubarão;SC;88701-302;48;36319950;;;Não;12:00;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-28,487604;-49,016074;Sim;Sim;Sim;Sim;Sim;Sim;Atendimento presencial somente de casos urgentes
Delegacia de Polícia de Proteção à Mulher, à Criança e ao Adolescente - Blumenau;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Jacó Brueckheimer;326;;Velha;Blumenau;SC;89036-250;47;33298829;;;;;;;;;;;-26,915463;-49,087742;Não;;;;;;
Delegacia de Polícia - Santa Catarina;DP;público;Delegacia Comum;mapa_delegacia;Rua;Lauro Linhares;208;;Trindade;Florianópolis;SC;88036-000;48;36656444;;;;;;;;;;;-27,580913;-48,526783;Não;;;;;;
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso - Criciúma;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;General Lauro Sodré;110;;Comerciario;Criciúma;SC;88803-000;48;34031717;;;;;;;;;;;-28,687549;-49,368073;Não;;;;;;
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso - Araranguá;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;Regimento Barriga Verde;811;;Centro;Araranguá;SC;88900-000;48;35290180;;;Não;12:00;19:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-28,932176;-49,480569;Sim;Sim;Sim;Sim;Sim;Sim;Atendimento presencial somente de casos urgentes
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso -Chapeco;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;Comandante Carlos Gonçalves Pinho;73;;Centro;Chapecó;SC;89804-480;49;20497874;;;;;;;;;;;-27,104707;-52,614873;Não;;;;;;
Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso - São José;DPCAMI;público;Delegacia da Mulher;mapa_delegacia;Rua;Adhemar da Silva;1135;;Kobrasol;São José;SC;88101-091;48;33575418;;;;;;;;;;;-27,591457;-48,61231;Não;;;;;;
Delegacia Especial de Atendimento a Grupos Vulneráveis - Nossa Senhora do Socorro;DEAGV;público;Delegacia da Mulher;mapa_delegacia;Rua;Quinze;s/n;;Conjunto Fernando Collor;Nossa Senhora do Socorro;SE;49160-000;79;32564001;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-10,85115;-37,06427;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especial de Atendimento a Grupos Vulneráveis - Estância;DEAGV;público;Delegacia da Mulher;mapa_delegacia;Rua;Cachoeira;1115;;Santa Cruz;Estância Velha;SE;49200-000;79;35228777;;;;;;;;;;;-11,2811925;-37,4493604;Não;;;;;;
Delegacia Especial de Atendimento a Grupos Vulneráveis - Itabaiana;DEAGV;público;Delegacia da Mulher;mapa_delegacia;Avenida;Ivo de Carvalho;450;;Centro;Itabaiana;SE;49500-000;79;34318513;;;;;;;;;;;-10,689455;-37,426734;Não;;;;;;
Delegacia Especial de Atendimento a Grupos Vulneráveis - Lagarto;DEAGV;público;Delegacia da Mulher;mapa_delegacia;Praça;Rui Mendes;s/n;;Centro;Lagarto;SE;49400-000;79;36312114;;;;;;;;;;;-10,9195722;-37,6679013;Não;;;;;;
Departamento de Atendimento a Grupos Vulneráveis - Aracajú;DEAGV;público;Delegacia da Mulher;mapa_delegacia;Rua;Itabaiana;258;;Centro;Aracaju;SE;49010-170;79;32059400;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-10,916207;-37,050399;Não;;;;;;
6º Delegacia de Polícia de Defesa da Mulher - Sul;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Padre José de Anchieta;138;;Santo Amaro;São Paulo;SP;04723-001;11;56874004;;;Sim;00:00;23:59;Todos os dias;;;;;-23,6467296;-46,7073399;Não;;;;;;
8ª Delegacia de Defesa da Mulher - São Paulo;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Osvaldo Valle Cordeiro;190;;Jardim Marília;São Paulo;SP;03584-000;11;27421701;;;Sim;00:00;23:59;Todos os dias;;;;;-23,5539712;-46,4944449;Não;;;;;;
9º Delegacia de Polícia de Defesa da Mulher - Oeste;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Menotti Laudísio;286;;Pirituba;São Paulo;SP;02945-000;11;39748890;;;Não;09:00;18:00;Dias úteis;;;;;-23,4829568;-46,7301773;Não;;;;;;
Centro de Polícia Judiciária - Bauru;CPJ;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Rodrigues Alves;2323;;Alto Higienópolis;Bauru;SP;17014-040;14;32356500;;;Não;08:00;18:00;Dias úteis;Sim;Sim;;;-22,3190832;-49,0599591;Não;;;;;;
Delegacia de Polícia de Defesa da Mulher - São José dos Campos;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Comendador Vicente de Paulo Penido;234;;Parque Residencial Aquarius;São José dos Campos;SP;12246-856;12;39414140;;;Não;09:00;19:00;;;;;;-23,2153569;-45,9048417;Não;;;;;;
Delegacia de Defesa da Mulher - Americana;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Argentina;242;;Jardim Girassol;Americana;SP;13466-320;19;34621079;;;Não;09:00;18:00;Dias úteis;;;;;-22,7437942;-47,3406138;Não;;;;;;
Delegacia de Defesa da Mulher - Vargem Grande do Sul;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Bernardo García;389;;Centro;Vargem Grande do Sul;SP;13880-000;19;36417542;36411030;;Não;09:00;18:00;;;;;;-21,8296825;-46,8972676;Não;;;;;;
Delegacia de Defesa da Mulher - Franca;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Voluntários da Franca;2557;;São José;Franca;SP;14403-424;16;37229000;37242649;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,5393976;-47,3942273;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia da Mulher - Santos;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Assis Corrêa;50;;Gonzaga;Santos;SP;11045-001;13;32321510;32354222;;Sim;00:00;23:59;;;;;;-23,9614578;-46,333203;Não;;;;;;
Delegacia de Defesa da Mulher - Salto;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Rodrigues Alves;617;;Centro;Salto;SP;13320-130;11;40293999;;;Não;08:00;18:00;;;;;;-23,2020113;-47,2938134;Não;;;;;;
Delegacia de Defesa da Mulher - Santo André;DDM;público;Delegacia da Mulher;mapa_delegacia;Praça;Ministro Salgado Filho;674;;Vila Guiomar;Santo André;SP;09071-140;11;44322379;;;Não;09:00;18:00;;;;;;-23,6544644;-46,5455889;Não;;;;;;
Delegacia de Polícia de Defesa da Mulher - São Bernardo do Campo;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;José Meza Mendonça;40;;Jardim do Mar;São Bernardo do Campo;SP;09750-390;11;43682032;43689980;;Não;09:00;18:00;;;;;;-23,6891804;-46,5573922;Não;;;;;;
Delegacia de Defesa da Mulher - Rancharia;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ádamo Passianoto;180;;Jardim Primavera;Rancharia;SP;19600-000;18;32656223;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,2241;-50,8990093;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Votuporanga;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Bahia;3055;;São João;Votuporanga;SP;15500-000;17;34233300;;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;;-20,425968;-49,9765421;Sim;Sim;Sim;Sim;Não;Sim;Atendimento DDM até as 18h00, depois tem plantão 24hrs
Delegacia de Policia - São José do Rio Pardo;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Julio de Mesquita;14;;Centro;São José do Rio Pardo;SP;13720-000;19;36085201;36085202;;Não;08:30;18:00;;;;;;-21,5969685;-46,8954368;Não;;;;;;
Delegacia de Defesa da Mulher - Guarujá;DDM;público;Delegacia Comum;mapa_delegacia;Rua;Washington;227;;Vila Maia;Guarujá;SP;11410-150;13;33354468;;;Não;09:00;19:00;Dias úteis;;;;;-23,9929591;-46,2577537;Não;;;;;;
Delegacia de Polícia de Defesa da Mulher - Bebedouro;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Vanor Junqueira Franco;999;;Centro;Bebedouro;SP;14701-320;17;33426863;;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-20,948176;-48,4883142;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Dracena;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Tomé de Souza;501;;Centro;Dracena;SP;17900-000;18;38214240;38227110;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,485509;-51,5417528;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Policia - Ibitinga;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Bom Jesus;986;;Centro;Ibitinga;SP;14940-000;16;33422223;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,752228;-48,8280111;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Casa Branca;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Sete de Setembro;76;;Jardim Paulista;Casa Branca;SP;13700-000;19;36711005;36716834;;Não;07:00;19:00;Dias úteis;Sim;Sim;Sim;;-21,773953;-47,084247;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia Seccional de Policia - Jaú;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Alameda;América;90;;Centro;Jaú;SP;17201-340;14;36266768;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-22,296238;-48,5637096;Sim;Sim;Não;Sim;Não;Sim;
Delegacia de Defesa da Mulher - Limeira;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Presidente Humberto Alençar Castelo Branco;389;;Jardim Mercedes;Limeira;SP;13484-295;19;34512589;34453001;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-22,569353;-47,4052402;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - São Sebastião/Ubatuba;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Minas Gerais;12;;Umuarama;Ubatuba;SP;11680-000;12;38325260;;;Não;09:00;19:00;Dias úteis;Sim;Sim;Sim;;-23,436294;-45,0804277;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30. B.O. é feito até as 18h
Delegacia Defesa da Mulher - Diadema;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Santa Rita de Cássia;42;;Centro;Diadema;SP;09911-270;11;40449224;;;Não;09:00;18:00;Dias úteis;;;;;-23,687879;-46,6225707;Sim;Sim;Sim;Sim;Sim;Sim;
4º Delegacia de Polícia de Defesa da Mulher - Norte;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Itaberaba;731;1º andar;Freguesia do Ó;São Paulo;SP;02734-000;11;39765246;39762908;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,494778;-46,6999183;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Defesa da Mulher - Cruzeiro;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Nesralla Rubez;993;;Centro;Cruzeiro;SP;12701-000;12;31431844;31449698;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,5741109;-44,9604651;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - São Roque;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Quirino Capuzzo;s/n;;Centro;São Roque;SP;18130-235;11;47127000;;;Não;08:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,532371;-47,1351132;Sim;Sim;Sim;Sim;Sim;Sim;B.O. é feito até as 16h
Delegacia de Polícia de Defesa da Mulher - Embu;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Belo Horizonte;289;;Centro;Embu;SP;06803-440;11;47811431;42416674;;Não;09:00;18:00;Dias úteis;;;;;-23,651837;-46,8574387;Não;;;;;;
Delegacia Seccional de Polícia - Santa Fé do Sul;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Um;960;1º andar;Centro;Santa Fé do Sul;SP;15775-000;17;36311053;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,2135939;-50,9379336;Sim;Sim;Não;Não;Não;Sim;
Delegacia Seccional de Polícia - Jales;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;João Amadeu;2245;;Centro;Jales;SP;15700-200;17;36329297;36329000;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-20,2697989;-50,5532153;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Fernandópolis;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Rio de Janeiro;1744;;Centro;Fernandopolis;SP;15600-000;17;34422634;;;Não;07:00;18:30;Dias úteis;Sim;Sim;Sim;Presencialmente só está sendo feito atendimento interno;-20,2802289;-50,2525384;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - Guaíra;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Vinte e Seis;s/n;Entre as Av. 19 e 21;Centro;Guaíra;SP;14790-000;17;33317500;33317945;;Não;08:00;17:30;Dias úteis;Sim;Sim;Sim;;-20,3246814;-48,3275528;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Ilha Solteira;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Passeio Cuiabá;408;;Zona Sul;Ilha Solteira;SP;15385-000;18;37424922;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,4282537;-51,3484345;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Barretos;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Dezoito;2931;;Centro;Barretos;SP;14784-168;17;33228327;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;Atendimento diminuiu por conta da pandemia;-20,5755998;-48,5585329;Sim;Sim;Sim;Não;Sim;Sim;Atendimento presencial somente casos urgentes
