id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone 2,ramal2,whatsapp,e-mail,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Valinhos,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Onze de Agosto,2499,,,Chácaras Alpina,Valinhos,3556206,SP,13270000,19,38693786,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,965616","-47,006936",Solicitação de medida protetiva até as 16h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Vinhedo,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,da Saudade,,,,Jardim Alves Nogueira,Vinhedo,3556701,SP,13280000,19,38766631,,38766637,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-23,030430","-46,985450",Solicitação de medida protetiva até as 15h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Louveira,CRAS,público,Assistência Social,Local,,Rua,Nicola Tarallo,76,,,Centro,Louveira,3527306,SP,13290000,19,38782108,,38481038,,,creaslouveira1@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-23,086459","-46,949823",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Itu,DDM,público,Delegacia da Mulher,Local,,Avenida,Goiás,204,,,Jardim Novo Itu,Itu,3523909,SP,13300220,11,48509399,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-23,259518","-47,296573",Solicitação de medida protetiva e B.O. somente presencialmente
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Itu,CRAS,público,Assistência Social,Local,,Rua,Romão Bruni,100,,,Parque Industrial,Itu,3523909,SP,13309664,11,40254731,,,,,cras.pipa@yahoo.com.br,Não,08:00:00,16:30:00,Dias úteis,,,,,"-23,287282","-47,298691",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Salto,DDM,público,Delegacia da Mulher,Local,,Rua,Rodrigues Alves,617,,,Centro,Salto,3545209,SP,13320130,11,40293999,,,,,,Não,08:00:00,18:00:00,,,,,,"-23,202011","-47,293813",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Indaiatuba,DDM,público,Delegacia da Mulher,Local,,Rua,Ademar de Barros,125,,1º andar,Centro,Indaiatuba,3520509,SP,13330130,19,38342770,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-23,090001","-47,215067",
,penhas,mapa_acolhimento,Delegacia de Policia do Municipio - Indaiatuba,DEPOL,público,Delegacia Comum,Local,,Rua,Bernardino de Campos,848,,,Indaiatuba/sp - Sp,Indaiatuba,3520509,SP,13330260,19,38342770,,,,,ddm.indaiatuba@policiacivil.sp.gov.br,Não,09:00:00,18:00:00,Dias úteis,,,,,"-23,145771","-47,322318",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Defesa da Mulher - Capivari,DDM,público,Delegacia da Mulher,Local,,Rua,Fernando de Barros,420,,,Centro,Capivari,3510401,SP,13360000,19,34914181,,34912563,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,998375","-47,505247",Solicitação de medida protetiva somente presencialmente
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Rafard,CRAS,público,Assistência Social,Local,,Avenida,São Bernardo,,,,,Rafard,3542107,SP,13370000,19,34963718,,,,,cras@rafard.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento telefônico,"-23,015849","-47,532179",Almoço das 12h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Piracicaba,DDM,público,Delegacia da Mulher,Local,,Rua,Alferes José Caetano,1018,,,Centro,Piracicaba,3538709,SP,13400120,19,34331072,,34335878,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,725047","-47,652920",Distrubição de senha para solicitar medida protetiva até 16h30
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Piracicaba,CREAS,público,Assistência Social,Local,,Rua,Antonio Cobra Filho,405,,,Santa Teresinha,Piracicaba,3538709,SP,13412435,19,34351973,,34321712,,,,Não,09:00:00,17:00:00,Dias úteis,,,,,"-22,682458","-47,674125",
,penhas,mapa_acolhimento,Centro de Referência de Atendimento à Mulher,CRAM,público,Centro de Referência da Mulher,Local,,Rua,João Mendes Pereira de Almeida,230,,,Nova América,Piracicaba,3538709,SP,13417550,19,33747499,,33747508,,,cram@cramipiracicaba.org.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,742849","-47,634099",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Santa Bárbara d'Oeste,DDM,público,Delegacia da Mulher,Local,,Rua,Duque de Caxias,67,,,Centro,Santa Bárbara d'Oeste,3545803,SP,13450015,19,34552421,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,749471","-47,414108",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Santa Bárbara D'oeste,CREAS,público,Assistência Social,Local,,Rua,Dante Tortelli,51,,,,Santa Bárbara D'oeste,3545803,SP,13450030,19,34543886,,,,,creas@santabarbara.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,754589","-47,417504",
,penhas,mapa_acolhimento,Mãos Empenhadas, ,tirar,,Local,,Avenida,De Cillo,,,,,Santa Bárbara D'oeste,3545803,SP,13450041,19,34556969,,,,,,Não,09:00:00,16:00:00,Dias úteis,,,,,"-22,762691","-47,341012",Lei de Criação Municipal 4.130 de 14/11/2019
,penhas,mapa_acolhimento,Centro de Referência em Saúde da Mulher,CRSM,público,Saúde,Local,,Rua,XV de Novembro,1157,,,,Santa Bárbara D'oeste,3545803,SP,13450043,19,34551645,,34541990,,,smulher.saude@santabarbara.sp.gov.br,Não,07:00:00,16:30:00,Dias úteis,,,,,"-25,429415","-49,267100",
,penhas,mapa_acolhimento,Programa Anjo Guarda da Mulher, ,público,Segurança Pública,Local,,Rua,Curitiba,259,,,,Santa Bárbara D'oeste,3545803,SP,13454056,19,34581388,,,,,sesetran@santabarbara.sp.gov.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-23,581274","-46,654104",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Americana,CREAS,público,Assistência Social,Local,,Rua,Gonçalves Dias,597,,,Jardim Girassol,Americana,3501608,SP,13465670,19,34753400,,,,,creas@americana.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,744116","-47,335588",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Americana,DDM,público,Delegacia da Mulher,Local,,Rua,Argentina,242,,,Jardim Girassol,Americana,3501608,SP,13466320,19,34621079,,,,,,Não,09:00:00,18:00:00,Dias úteis,,,,,"-22,743794","-47,340614",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Casa das Famílias,CRAS,público,Assistência Social,Local,,Avenida,Drua Antonio de Luna,1323,,,,Limeira,3526902,SP,13481500,19,34533842,,34425017,,,casadasfamilias@yahoo.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,609915","-47,413115",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Dores,CRAS,público,Assistência Social,Local,,Rua,Ângelo Piccin,569,,,,Limeira,3526902,SP,13483211,19,34419049,,,,,crasdores@hotmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,558389","-47,439867",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Limeira,DDM,público,Delegacia da Mulher,Local,,Rua,Presidente Humberto Alençar Castelo Branco,389,,,Jardim Mercedes,Limeira,3526902,SP,13484295,19,34512589,,34453001,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,569353","-47,405240",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Cordeirópolis,CRAS,público,Assistência Social,Local,,Rua,Dos Cravos,217,,,Jardim Eldorado,Cordeirópolis,3512407,SP,13490000,19,35465538,,,,,crasjbeldorado@hotmail.com,Não,07:30:00,16:30:00,Dias úteis,,,,,"-22,471539","-47,474546",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Rio Claro,CREAS,público,Assistência Social,Local,,Rua,10,10,,,Centro,Rio Claro,3543907,SP,13500230,19,35222939,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,412171","-47,566089",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Rio Claro,DDM,público,Delegacia da Mulher,Local,,Avenida,Vinte e Três,1300,,,Estádio,Rio Claro,3304409,SP,13500280,19,35339009,,,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,422006","-47,567051",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Itirapina,CRAS,público,Assistência Social,Local,,Rua,Jaguaraçu,349,,,,Itirapina,3523602,SP,13530000,19,35751826,,,,,crasitirapina@yahoo.com.br,Não,07:00:00,17:00:00,Dias úteis,,,,,"-22,249858","-47,811205",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - São Carlos,CREAS,público,Assistência Social,Local,,Rua,13 de Maio,13,,,Centro,São Carlos,3548906,SP,13560647,16,33077799,,33712290,,,social@saocarlos.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-23,568691","-46,644124",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - São Carlos,DDM,público,Delegacia da Mulher,Local,,Avenida,Trabalhador São Carlense,1020,,,Parque Arnold Schimidt,São Carlos,3548906,SP,13566590,16,33741345,,33076377,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,001637","-47,901595",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Araras,DDM,público,Delegacia da Mulher,Local,,Rua,Tiradentes,904,,,Centro,Araras,3503307,SP,13600071,19,35421054,,,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-22,354729","-47,391307",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Leme,DDM,público,Delegacia da Mulher,Local,,Rua,Coronel João Franco Mourão,188,,,Centro,Leme,3526704,SP,13610090,19,35551564,,35713009,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-22,182064","-47,390438",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Saulo,CRAS,público,Assistência Social,Local,,Rua,João Sinézio,51,,,,Leme,3526704,SP,13611066,,,,,,,cras.saulo@leme.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,202420","-47,380810",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social São Manoel,CRAS,público,Assistência Social,Local,,Rua,Augusto Salsiotto,205,,,,Leme,3526704,SP,13616530,19,35545486,,,,,cras.saomanoel@leme.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,168062","-47,374783",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Leme,CREAS,público,Assistência Social,Local,,Rua,Calógeno Chinicci,510,,,,Leme,3526704,SP,13617220,19,35548784,,,,,creas@leme.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,180122","-47,376953",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Heloísa,CRAS,público,Assistência Social,Local,,Rua,João Elias de Souza,111,,,,Leme,3526704,SP,13617657,19,35548123,,,,,cras.heloisa@leme.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,195257","-47,363236",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Santa Cruz Da Conceição,CRAS,público,Assistência Social,Local,,Rua,Oscar Koch Haberman,80,,,Jardim Alto das Águas,Santa Cruz Da Conceição,3546207,SP,13625000,19,35671633,,,,,cras@santacruzdaconceicao.sp.gov.br,Não,07:00:00,16:00:00,Dias úteis,,,,,"-22,142292","-47,449427",Almoço das 12h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Pirassununga,DDM,público,Delegacia da Mulher,Local,,Rua,Bom Jesus,404,,,Centro,Pirassununga,3539301,SP,13630105,19,35618556,,,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,999621","-47,429093",
,penhas,mapa_acolhimento,Central de Polícia Judiciária de Pirassununga,,público,Delegacia Comum,Local,,Rua,15 de Novembro,2448,,,,Pirassununga,3539301,SP,13630145,19,35618556,,,,,1dp.pirassununga@policiacivil.sp.gov.br,Não,08:30:00,18:00:00,Dias úteis,,,,,"-22,007460","-47,427459",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Pirassununga,CREAS,público,Assistência Social,Local,,Rua,Frederico Port,74,,,,Pirassununga,3539301,SP,13631087,19,35615214,,,,,creas@pirassununga.sp.gov.br,Não,13:00:00,16:00:00,Dias úteis,,,,,"-22,004006","-47,422609",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - Casa Branca,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Sete de Setembro,76,,,Jardim Paulista,Casa Branca,3510807,SP,13700000,19,36711005,,36716834,,,,Não,07:00:00,19:00:00,Dias úteis,Sim,Sim,Sim,,"-21,773953","-47,084247",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Policia - São José do Rio Pardo,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Julio de Mesquita,14,,,Centro,São José do Rio Pardo,3549706,SP,13720000,19,36085201,,36085202,,,,Não,08:30:00,18:00:00,,,,,,"-21,596969","-46,895437",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Mogi Mirim,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,Doutor Jorge Tibiriçá,342,,,Centro,Mogi Mirim,3530805,SP,13800151,19,38062445,,,,,,Não,09:00:00,16:00:00,Dias úteis com plantão aos fins de semana,Sim,Sim,Sim,,"-22,437991","-46,958072",
,penhas,mapa_acolhimento,Secretaria de Assistência Social de Jaguariúna, ,público,Assistência Social,Local,,Rua,Júlia Bueno,191,,,,Jaguariúna,3524709,SP,13820000,19,38375200,,,,,sas@jaguariuna.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,707567","-46,986128",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Jaguariúna,CREAS,público,Assistência Social,Local,,Avenida,Lauro de Carvalho,1217,,,Centro,Jaguariúna,3524709,SP,13820000,19,38373755,,38674802,,,creas@jaguariuna.sp.gov.br,,,,,,,,,"-22,704308","-46,987905",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Jaguariúna,CRAS,público,Assistência Social,Local,,Rua,Vigato,400,,,,Jaguariúna,3550308,SP,13820000,11,38674822,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,689798","-46,991567",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Conchal,CREAS,público,Assistência Social,Local,,Rua,Peterman,154,,,Esperança II,Conchal,3512209,SP,13835000,,,,,,,,,,,,,,,,"-22,333989","-47,164658",
,penhas,mapa_acolhimento,Delegacia de Polícia Judiciária de São João da Boa Vista,,público,Delegacia Comum,Local,,Rua,Getúlio Vargas,552,,,São João Da Boa Vista - Sp,São João Da Boa Vista,3549102,SP,13870100,19,39013400,,36222074,,,1dp.sjbvista@policiacivil.sp.gov.br,Não,07:00:00,19:00:00,Dias úteis,,,,,"-21,974220","-46,798238",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Vargem Grande do Sul,DDM,público,Delegacia da Mulher,Local,,Rua,Bernardo García,389,,,Centro,Vargem Grande do Sul,3556404,SP,13880000,19,36417542,,36411030,,,,Não,09:00:00,18:00:00,,,,,,"-21,829683","-46,897268",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia Civil - Serra Negra,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,José Maria Franco Godoy,51,,,Vila Dirce,Serra Negra,3551603,SP,13930000,19,38922501,,38921155,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-22,596703","-46,706412",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Geral de Polícia - Itapira,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Duque de Caxias,673,,,Santa Cruz,Itapira,3522604,SP,13974345,19,38132122,,,,,,Não,09:00:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-22,441117","-46,833055",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Espítiro Santo do Pinhal,DP,público,Delegacia Comum,Local,,Praça,Bento Bueno,,,,Centro,Espírito Santo do Pinhal,3515186,SP,13990000,19,36511500,,,,,,Não,08:30:00,18:30:00,Dias úteis,Sim,Sim,Sim,,"-22,196527","-46,764553",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social I - Ribeirão Preto,CRAS,público,Assistência Social,Local,,Rua,Comandante Marcondes Salgado,253,,,,Ribeirão Preto,3543402,SP,14010150,16,36106495,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,176837","-47,804973",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Lealdade e Amizade,CRAS,público,Assistência Social,Local,,Rua,Benedicto Jacinto de Souza,330,,,Jardim Florestan Fernandes,Ribeirão Preto,3543402,SP,14079319,16,39667280,,,,,craslealdadeeamizade@riopreto.sp.gov.br,,,,,,,,,"-21,169402","-47,811086",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Ribeirão Preto,DDM,público,Delegacia da Mulher,Local,,Avenida,Costábile Romano,3230,,,Nova Ribeirânia,Ribeirão Preto,3543402,SP,14085360,16,36104499,,36253386,,,,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-21,206112","-47,772227",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Sertãozinho,DDM,público,Delegacia da Mulher,Local,,Avenida,Pedro Strini,269,,,Jardim America,Sertãozinho,2515930,SP,14160340,16,39450319,,,,,,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-21,127535","-47,993674",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Luís Antônio,CRAS,público,Assistência Social,Local,,Rua,Expedicionários Paulista,478,,,,Luís Antônio,3527603,SP,14210000,16,39832025,,,,,cras@luizantonio.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,554119","-47,704775",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Cássia Dos Coqueiros,CRAS,público,Assistência Social,Local,,Rua,Padre Cassiano,665,,,,Cássia Dos Coqueiros,3510906,SP,14260000,16,36691556,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,280481","-47,169582",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Batatais,CREAS,público,Assistência Social,Local,,Rua,Paraná,413,,,Riachuelo,Batatais,3505906,SP,14300095,16,36622778,,,,,creasbatatais@hotmail.com,Não,07:30:00,16:30:00,Dias úteis,,,,,"-20,897782","-47,586316",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Brodowski,CRAS,público,Assistência Social,Local,,Rua,Jose Mandra,98,,,,Brodowski,3507803,SP,14340000,16,36641924,,,,,,,,,,,,,,"-20,985176","-47,644643",
,penhas,mapa_acolhimento,Santa Casa de Misericórdia, ,público,Saúde,Local,,Rua,Doutor Júlio Cardoso,1826,,,Centro,Franca,3516200,SP,14400730,16,37114000,,37114230,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-20,537978","-47,398527",
,penhas,mapa_acolhimento,Hospital Municipal Doutor Arthur Ribeiro Saboya – Jabaquara, ,público,Saúde,Local,,Avenida,Francisco de Paula Quintanilha Ribeiro,860,,,Jabaquara,São Paulo,3550308,SP,14403125,11,33948519,,33948520,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-23,653424","-46,645733",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Franca,DDM,público,Delegacia da Mulher,Local,,Rua,Voluntários da Franca,2557,,,São José,Franca,3516200,SP,14403424,16,37229000,,37242649,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,539398","-47,394227",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Jeriquara,CRAS,público,Assistência Social,Local,,Rua,Mercidios Rodrigues de Oliveira,358,,,,Jeriquara,3525409,SP,14450000,16,31341353,,,,,,Não,08:00:00,16:00:00,Dias úteis,,,,,"-20,310762","-47,590743",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Igarapava,CRAS,público,Assistência Social,Local,,Rua,Vicente Moreira,100,,,,Igarapava,3520103,SP,14540000,16,31721313,,3172 1912,,,,Não,08:00:00,14:00:00,Dias úteis,,,,,"-20,042954","-47,755550",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - São Joaquim da Barra,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Minas Gerais,1192,,,Centro,São Joaquim da Barra,3549409,SP,14600000,16,38110099,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,580839","-47,861268",B.O. é feito até as 17h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Jardim dos Silveiras,CRAS,público,Assistência Social,Local,,Rua,Mansueto Ferrari,189,,,,Morro Agudo,3531902,SP,14640000,16,38511998,,,,,crasmorroagudo@gmail.com,Não,07:00:00,17:00:00,Dias úteis,,,,,"-20,722176","-48,050418",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Jardinópolis,CRAS,público,Assistência Social,Local,,Rua,Silva Jardim,204,,,,Jardinópolis,3525102,SP,14680000,16,36632571,,36902990,,,cras@jardinopolis.sp.gov.br,Não,07:00:00,16:00:00,Dias úteis,,,,,"-21,020856","-47,769040",Almoço das 12h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Bebedouro,DDM,público,Delegacia da Mulher,Local,,Rua,Vanor Junqueira Franco,999,,,Centro,Bebedouro,3506102,SP,14701320,17,33426863,,,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,948176","-48,488314",
,penhas,mapa_acolhimento,Centro de Referência de Apoio Às Mulheres,CRAM,público,Centro de Referência da Mulher,Local,,Avenida,Amélia Bernardino Cutrale,2600,,,Novo Lar,Bebedouro,3506102,SP,14701550,17,33436157,,,,,cram@bebedouro.sp.gov.br,Não,13:00:00,17:00:00,Dias úteis,,,,,"-20,998056","-48,546343",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Taiaçu,CRAS,público,Assistência Social,Local,,Avenida,Jose Belizario Vieira,765,,,,Taiaçu,3553104,SP,14725000,16,32751222,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,143274","-48,513159",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Pitangueiras,CRAS,público,Assistência Social,Local,,Rua,Arthur Mesquita,357,,,,Pitangueiras,3539509,SP,14750000,16,39525169,,,,,crassvpitangueiras@pitangueiras.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,014680","-48,230204",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Jardim São Benedito,CRAS,público,Assistência Social,Local,,Rua,Emilia Paro Pascon,68,,,,Pitangueiras,3539509,SP,14750000,16,39525755,,,,,crasdoissaobenedito@pitangueiras.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,009003","-48,209835",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Jardim Bela Vista,CRAS,público,Assistência Social,Local,,Rua,Francisco Bertoni,27,,,,Pitangueiras,3539509,SP,14750000,16,39522192,,,,,cras_belavista@pitangueiras.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,027607","-48,228648",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Pitangueiras,CREAS,público,Assistência Social,Local,,Rua,Sergipe,354,,,,Pitangueiras,3539509,SP,14750000,16,39521987,,,,,creas@pitangueiras.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,010270","-48,216596",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Jaborandi,CRAS,público,Assistência Social,Local,,Rua,Quinze de Novembro,15,,,,Jaborandi,3524204,SP,14775000,17,33479932,,,,,cras@jaborandi.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,692517","-48,414969",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Guaíra,DDM,público,Delegacia da Mulher,Local,,Rua,Vinte e Seis,,,Entre as Av. 19 e 21,Centro,Guaíra,3517406,SP,14790000,17,33317500,,33317945,,,,Não,08:00:00,17:30:00,Dias úteis,Sim,Sim,Sim,,"-20,324681","-48,327553",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Policia de Defesa da Mulher - Araraquara,DDM,público,Delegacia da Mulher,Local,,Alameda,Rogerio Pinto Ferraz,910,,,Vila Harmonia,Araraquara,3503208,SP,14802428,16,33364458,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,772785","-48,178356",Solicitação de medida protetiva somente presencialmente
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Américo Brasiliense,CRAS,público,Assistência Social,Local,,Rua,Antônio Nelson de Carvalho,1107,,,Luis Ometto II,Américo Brasiliense,3501707,SP,14820000,16,33923529,,,,,chefiaprom@americobrasiliense.sp.gov.br ,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,730766","-48,108865",
,penhas,mapa_acolhimento,Delegacia da Mulher de Jaboticabal,DDM,público,Delegacia da Mulher,Local,,Rua,Duque de Caxias,628,,,,Jaboticabal,3524303,SP,14870060,16,32032380,,,,,ddm.jaboticabal@policiacivil.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,258819","-48,318297",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Jaboticabal,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,Marechal Deodoro,453,,,Centro,Jaboticabal,3524303,SP,14870500,16,32032380,,32026311,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,256435","-48,323447",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social II - Jaboticabal,CRAS,público,Assistência Social,Local,,Avenida,José Marfará,160,,,,Jaboticabal,3524303,SP,14875345,16,32044424,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,253930","-48,339526",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Jaboticabal,CREAS,público,Assistência Social,Local,,Rua,João Batista Sampaio,40,,,,Jaboticabal,3524303,SP,14875430,16,32042348,,,,,creas@jaboticabal.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,253963","-48,342324",
